ID,PedidoID,Tipo_Venda,Produto ID,Produto,Quantidade,Preço Unitário,Total,Margem do Pedido,Custo Unitário,Custo Total,Quantidade Disponível Itens
a598b4c3,938,Pedido,ae466c8f,Serviço de torca de raios de roda,1,20,20,"100,00%",,0,5
b445ae6b,939,Pedido,62,Cabo de câmbio,1,5,5,"91,00%","0,46","0,46",116
319021d1,939,Pedido,dd98c533,Serviço de regulagem de câmbio,1,35,35,"100,00%",0,0,5
9c96b715,940,Pedido,226,Pneu aro 16 Vee Rubber,1,45,45,"46,00%","26,9","26,9",7
33b6b3fa,940,Pedido,511f2753,Serviço de instalação de pneu,1,10,10,"100,00%",,0,5
397aff95,940,Pedido,72,"Câmara aro 16"" Veloforce",1,20,20,"70,00%","5,99","5,99",10
d707b17d,941,Pedido,232,Pneu Kenda aro 26x1.95,1,45,45,"50,00%",22,22,17
80fc5bf6,941,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",100
7c7fe38e,941,Pedido,511f2753,Serviço de instalação de pneu,1,20,20,"100,00%",,0,5
f59a4707,941,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",327
becac86b,941,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
bd65009e,941,Pedido,32,Sapatas de freio pino baixa par - balacas sem blister,2,10,20,"95,00%","0,82","1,64",87
8fde900e,941,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
60f32211,941,Pedido,db176db2,Serviço de Ajustes em Geral,1,20,20,"100,00%",,0,1
e6f8e166,942,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"60,00%","14,11","14,11",48
7076a55c,942,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
45a8d053,943,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",96
005c739e,943,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
cc91344d,945,Pedido,44e417f9,"Pneu Aro 29"" X 2,1 Levorin Eruption",1,80,80,"46,00%","48,5","48,5",18
3059d1df,945,Pedido,9bd7f277,Serviço de conserto de câmara,2,15,30,"100,00%",0,0,5
25bff752,945,Pedido,111,Corrente fina 116L Tec,1,30,30,"69,00%","9,4","9,4",8
eb2a2af8,945,Pedido,7b2f08f8,Serviço de instalação de corrente fina c/marcha,1,15,15,"100,00%",,0,5
59b5f19d,946,Pedido,129,Eixo dianteiro com rolamento,1,30,30,"50,00%","8,36","8,36",8
03c81578,946,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,30,30,"100,00%",,0,5
a2c55ad7,947,Pedido,239,Pneu Levorin Praieiro aro 24 x 1.95,1,65,65,"41,00%","47,25","47,25",25
1dd1b9d8,947,Pedido,73,"Câmara aro 24X1,75 Vee Rubber",1,30,30,"69,00%","7,74","7,74",19
2c848964,947,Pedido,511f2753,Serviço de instalação de pneu,1,15,15,"100,00%",,0,5
b0496452,948,Pedido,199,Pedal Plataf. Nylon Inglês Par,1,35,35,"70,00%","8,9","8,9",16
b2a70ab7,949,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",99
0d47f536,949,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
65c3956b,950,Pedido,199,Pedal Plataf. Nylon Inglês Par,1,30,30,"70,00%","8,9","8,9",15
7deed2b3,950,Pedido,57728a5b,Serviço de instalação de pedal,1,10,10,"100,00%",0,0,5
f090ddab,947,Pedido,35,Banco 2 molas comum - Selim,1,40,40,"50,00%","19,9","19,9",9
390425dd,951,Pedido,229,Pneu aro 20 Levorin Excessex,1,40,40,"50,00%",33,33,2
ea3b1cf6,952,Pedido,207,Pedivela esquerdo ferro revestido preto,1,30,30,"59,00%","12,38","12,38",2
0d28d0de,952,Pedido,30e466f4,Serviço de instalação de pedivela,1,10,10,"100,00%",0,0,5
bb5c2eab,953,Pedido,4,Alavanca cambio comum plástico par,1,20,20,"68,00%","6,45","6,45",13
897a9485,953,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
16762aca,953,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
4d2b48d7,953,Pedido,ba9e6c41,Roda livre 7V -Catraca,1,35,35,"50,00%","17,52","17,52",14
8790c8e2,953,Pedido,b869b837,Serviço de Lubrificação de corrente,1,10,10,"100,00%",,0,1
72d132b2,954,Pedido,73,"Câmara aro 24X1,75 Vee Rubber",1,25,25,"69,00%","7,74","7,74",18
bf33a5fb,954,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
b544ee97,954,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
37492059,954,Pedido,b869b837,Serviço de Lubrificação de corrente,1,10,10,"100,00%",,0,1
9178c708,955,Pedido,131,Eixo traseiro com rolamento,1,35,35,"52,00%","16,95","16,95",1
4f666626,955,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,25,25,"100,00%",,0,5
936ec848,943,Pedido,e64f0197,Tele busca e entrega,1,15,15,"100,00%",,0,1
b48e876d,956,Pedido,4f18ef17,Serviço de troca de eixo de roda,2,30,60,"100,00%",,0,5
56d2a964,957,Pedido,108,Cola tubo,1,10,10,"69,00%","3,12","3,12",16
fcc0af7b,958,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,1,15,15,"90,00%","1,53","1,53",98
7a5d02ed,958,Pedido,f1299420,Serviço de instalação de balacas de freio,1,10,10,"100,00%",,0,5
f9bba956,959,Pedido,108,Cola tubo,1,10,10,"69,00%","3,12","3,12",15
7a3eaa3f,960,Pedido,61ab07b2,Cabo de freio dianteiro bicicleta infantil,1,5,5,"70,00%","1,5","1,5",19
febaabed,961,Orçamento,146,Freio V Break Nylon par,1,30,30,"63,00%","11,17","11,17",17
2c5c9bb7,961,Orçamento,51769269,Serviço de regulagem de freios,1,20,20,"100,00%",,0,5
cf82fd29,961,Orçamento,bb09c541,Manetes infantis cores - par,1,10,10,"50,00%",5,5,10
ae9a2ff5,961,Orçamento,39,Banco Kalf comum - Selim,1,25,25,"50,00%",13,13,5
987bb651,961,Orçamento,248,Punho comum infantil cores,1,10,10,"79,00%","3,5","3,5",18
27bf0e1f,961,Orçamento,4f18ef17,Serviço de troca de eixo de roda,2,20,40,"100,00%",,0,5
ee90761e,961,Orçamento,f1097bf5,Cabo de freio Ceci importado,1,5,5,"92,00%","0,42","0,42",323
fa6b58fa,961,Orçamento,61ab07b2,Cabo de freio dianteiro bicicleta infantil,1,5,5,"70,00%","1,5","1,5",18
6e7ad9e2,961,Orçamento,3f561426,Canote BMX,1,30,30,"50,00%",15,15,1
7269bb09,961,Orçamento,f8bbd447,Conduíte Metro,1,5,5,"50,00%",5,5,20
1ed719fd,962,Pedido,9bd7f277,Serviço de conserto de câmara,1,20,20,"100,00%",0,0,5
2cfc3fb4,963,Pedido,a0ffc396,Serviço de encurtar corrente/emendar,1,15,15,"100,00%",,0,5
63f3d913,964,Pedido,272,Roda aro 26 comum dianteira,1,120,120,"50,00%","59,9","59,9",3
6c9424eb,964,Pedido,f6820ba7,Roda Aro 26 Usada,1,70,70,"100,00%",,0,1
25d1b646,964,Pedido,027dfe64,"Mov. Centr. 34,7m - kit comum",1,35,35,"65,00%","5,3","5,3",6
359e872a,964,Pedido,82cf8c94,Serviço de instalação de movimento central,1,45,45,"100,00%",,0,5
2ae838d4,964,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"92,00%","0,42","0,42",323
3bb38dac,964,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,1,15,15,"90,00%","1,53","1,53",97
5708a08c,964,Pedido,f1299420,Serviço de instalação de balacas de freio,1,10,10,"100,00%",,0,5
f445286f,965,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
aaf25435,966,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",98
45efa6fa,966,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
87b6ba63,966,Pedido,249,Punho comum cores - par,1,10,10,"93,00%","1,05","1,05",18
25bf82e3,966,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
f1f87b66,967,Pedido,e413ed76,"Bicicleta Aro 16"" usada",1,250,250,"100,00%",,0,1
2ff5e0ff,967,Pedido,106,Cesta plástica aro 16,1,20,20,"100,00%","7,6","7,6",4
321d0d1e,967,Pedido,003998a6,Buzina Fon Fon - cores,1,20,20,"56,00%","8,9","8,9",10
baa006d4,968,Pedido,db176db2,Serviço de Ajustes em Geral,1,30,30,"100,00%",,0,1
0add4842,969,Pedido,238,Pneu Levorin Praieiro aro 26x1.95,1,60,60,"50,00%",30,30,94
358c9fe7,969,Pedido,511f2753,Serviço de instalação de pneu,1,10,10,"100,00%",,0,5
88637a74,969,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
c75d1837,970,Pedido,b869b837,Serviço de Lubrificação de corrente,1,10,10,"100,00%",,0,1
96cc0dcb,970,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
24c8656e,970,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"92,00%","0,42","0,42",316
a9e5598e,970,Pedido,b4695122,Parafuso sextavado de abraçadeira de aço de quadro,1,10,10,"50,00%",5,5,15
79c3af85,971,Pedido,b0675cc4,Roda livre 20 dentes catraca simples,1,20,20,"70,00%","5,91","5,91",11
2ce0a7db,971,Pedido,f1b91467,Serviço de instalação de catraca / roda livre / K7,1,10,10,"100,00%",,0,5
5e6e689d,971,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
4e13f2ec,972,Pedido,ba9e6c41,Roda livre 7V -Catraca,1,35,35,"50,00%","17,52","17,52",12
cec9af77,972,Pedido,111,Corrente fina 116L Tec,1,30,30,"69,00%","9,4","9,4",6
54150450,972,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",320
2b113f50,972,Pedido,62,Cabo de câmbio,2,5,10,"91,00%","0,46","0,92",117
fec14fce,972,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
9878a507,972,Pedido,35,Banco 2 molas comum - Selim,1,40,40,"50,00%","19,9","19,9",8
1114bd7a,972,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",97
2282cd4c,972,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
d1107fc3,972,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,2,15,30,"90,00%","1,53","3,06",94
7521d1a7,972,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
53620fc2,972,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
584b4bc3,972,Pedido,8d4b8084,Manete de alumínio freio VBrake par,1,30,30,"50,00%",18,18,3
c8f87239,972,Pedido,afdb5984,Lubrificação Geral,1,30,30,"100,00%",,0,1
a950250c,972,Pedido,e64f0197,Tele busca e entrega,1,15,15,"100,00%",,0,1
1299a3bf,973,Pedido,ba9e6c41,Roda livre 7V -Catraca,1,35,35,"50,00%","17,52","17,52",15
80f6c174,973,Pedido,111,Corrente fina 116L Tec,1,35,35,"69,00%","9,4","9,4",7
f42f11f0,973,Pedido,f1b91467,Serviço de instalação de catraca / roda livre / K7,1,20,20,"100,00%",,0,5
7b235405,974,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
88465be5,975,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,60,60,"48,00%","31,34","31,34",8
72289f01,975,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
2d97c60a,975,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
67a5f9e6,976,Pedido,133,Eixo traseiro comum,1,25,25,"85,00%","3,84","3,84",22
350c9dfa,976,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,25,25,"100,00%",,0,5
7cc203a1,976,Pedido,ba9e6c41,Roda livre 7V -Catraca,1,35,35,"50,00%","17,52","17,52",13
c5f89f90,976,Pedido,f1b91467,Serviço de instalação de catraca / roda livre / K7,1,15,15,"100,00%",,0,5
5ed33b5d,976,Pedido,199,Pedal Plataf. Nylon Inglês Par,1,30,30,"70,00%","8,9","8,9",14
b62f8b3e,976,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,2,15,30,"90,00%","1,53","3,06",96
6accfe22,976,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",322
837f8d00,976,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
e883c87d,976,Pedido,2,Alavanca câmbio 7V Gripshift jogo,1,30,30,"67,00%","10,02","10,02",14
9cfe86ef,976,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
1c094b99,976,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
52573faa,976,Pedido,b869b837,Serviço de Lubrificação de corrente,1,10,10,"100,00%",,0,1
aa7a4039,976,Pedido,db176db2,Serviço de Ajustes em Geral,1,30,30,"100,00%",,0,1
59c7422e,972,Pedido,63,Cadeado espiral,1,40,40,"53,00%","18,95","18,95",1
ea574b0e,977,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
89c8aed7,978,Pedido,232,Pneu Kenda aro 26x1.95,1,45,45,"50,00%",22,22,16
293b2e05,978,Pedido,511f2753,Serviço de instalação de pneu,1,15,15,"100,00%",,0,5
fd598511,978,Pedido,251,Punho grande espuma par,1,15,15,"91,00%","1,8","1,8",1
bb50e8af,979,Orçamento,232,Pneu Kenda aro 26x1.95,1,45,45,"50,00%",22,22,15
8b948b1e,979,Orçamento,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",2,25,50,"65,00%","8,81","17,62",95
a2357306,979,Orçamento,381e3e3f,Serviço de instalação de câmara de ar,2,10,20,"100,00%",0,0,5
b44ab461,979,Orçamento,32,Sapatas de freio pino baixa par - balacas sem blister,2,15,30,"95,00%","0,82","1,64",85
c07800be,979,Orçamento,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",316
bcb87319,979,Orçamento,62,Cabo de câmbio,2,5,10,"91,00%","0,46","0,92",113
7bc07161,979,Orçamento,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
b4a22f54,979,Orçamento,afdb5984,Lubrificação Geral,1,40,40,"100,00%",,0,1
9d3a1106,979,Orçamento,a045adf8,Serviço de centragem de roda,1,30,30,"100,00%",,0,5
a5a033d4,979,Orçamento,185,Manete nylon par,1,25,25,"53,00%","4,69","4,69",3
58b7b905,979,Orçamento,249,Punho comum cores - par,1,10,10,"93,00%","1,05","1,05",17
704d3949,979,Orçamento,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
985d23db,979,Orçamento,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
ebf94007,980,Orçamento,232,Pneu Kenda aro 26x1.95,2,45,90,"50,00%",22,44,16
d6c9aa28,980,Orçamento,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",2,25,50,"65,00%","8,81","17,62",97
563b2293,980,Orçamento,381e3e3f,Serviço de instalação de câmara de ar,2,10,20,"100,00%",0,0,5
d2b61287,980,Orçamento,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",318
75432f4b,980,Orçamento,62,Cabo de câmbio,2,5,10,"91,00%","0,46","0,92",115
935159a4,980,Orçamento,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
78833d47,980,Orçamento,4,Alavanca cambio comum plástico par,1,30,30,"68,00%","6,45","6,45",12
31bb2ce8,980,Orçamento,146,Freio V Break Nylon par,1,40,40,"63,00%","11,17","11,17",17
af489c1a,980,Orçamento,185,Manete nylon par,1,25,25,"53,00%","4,69","4,69",4
9ccd13a2,980,Orçamento,249,Punho comum cores - par,1,10,10,"93,00%","1,05","1,05",18
1eda5fbf,980,Orçamento,afdb5984,Lubrificação Geral,1,40,40,"100,00%",,0,1
d2b2f422,980,Orçamento,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
c6c6224d,980,Orçamento,dd98c533,Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,5
4498a5f2,981,Pedido,3de49267,Pastilha de freio a disco mecânico Absolute,2,25,50,"60,00%",10,20,3
157033b9,981,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",317
bb0116e9,981,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
37f76bdc,981,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
0711d85c,981,Pedido,7f8a8869,Serviço de troca de pastilha de freio,2,10,20,"100,00%",,0,5
bebfa207,982,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",99
56159748,982,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
115f4259,983,Pedido,44e417f9,"Pneu Aro 29"" X 2,1 Levorin Eruption",1,75,75,"46,00%","48,5","48,5",16
923e284e,983,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"60,00%","14,11","14,11",49
f61293d5,984,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
d2017ebe,985,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"92,00%","0,42","0,42",318
ba7e8c03,985,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,1,15,15,"90,00%","1,53","1,53",90
e4fc7fa6,985,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"100,00%",,0,5
f590c523,986,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"100,00%",,0,5
0a972fa9,986,Pedido,dd98c533,Serviço de regulagem de câmbio,1,20,20,"100,00%",0,0,5
048a2b74,987,Pedido,1090fa26,Roda Livre Shimano 7 V - Catraca,1,145,145,"46,00%",80,80,2
8f3e0c05,987,Pedido,113,Corrente fina Index Tec 8V,1,30,30,"80,00%","6,12","6,12",11
b5c5d126,987,Pedido,7b2f08f8,Serviço de instalação de corrente fina c/marcha,1,15,15,"100,00%",,0,5
0a63c459,988,Pedido,199,Pedal Plataf. Nylon Inglês Par,1,35,35,"70,00%","8,9","8,9",13
6f93da61,989,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
d76a6218,990,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
89aa962d,991,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,90,90,"100,00%",0,0,5
659eb4f2,992,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
0941234a,992,Pedido,58,Bomba 60cm,1,45,45,"63,00%","18,47","18,47",4
b092788c,993,Pedido,9bd7f277,Serviço de conserto de câmara,1,20,20,"100,00%",0,0,5
8ef131c2,994,Pedido,66d6fdba,Sapata de freio Shimano com pino par - Balaca,2,15,30,"81,00%","2,8","5,6",21
756c95ed,995,Pedido,5c7b752b,"Câmara 24"" Veloforce cadeira de rodas",1,25,25,"54,00%","11,55","11,55",2
f80e7d03,995,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
67cf1fda,996,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"100,00%",,0,5
75878ece,997,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
55bc6745,998,Pedido,25530fcd,Gancheira Nek 65 - Quadro Audaz/ADX/South,1,70,70,"50,00%","35,14","35,14",1
5b826953,998,Pedido,a0ffc396,Serviço de encurtar corrente/emendar,1,20,20,"100,00%",,0,5
06b17066,999,Orçamento,48,Bicicleta aro 29 Veloforce,1,1600,1600,"50,00%",677,677,0
6b25dbe6,1000,Pedido,148978fa,Cadeado grosso Elleven com chaves,1,30,30,"57,00%","12,9","12,9",2
30c2f670,1001,Pedido,48,Bicicleta aro 29 Veloforce,1,1600,1600,"50,00%",677,677,1
027a45d3,1002,Pedido,239,Pneu Levorin Praieiro aro 24 x 1.95,1,65,65,"41,00%","47,25","47,25",23
aa457ee5,1002,Pedido,73,"Câmara aro 24X1,75 Vee Rubber",1,25,25,"69,00%","7,74","7,74",17
83d34f26,1003,Pedido,0f7f7c71,Pezinho comum aro 20,1,25,25,"70,00%",6,6,4
5d2b57e7,1003,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"92,00%","0,42","0,42",315
555b64d0,1004,Pedido,200,Pedal Plataf. Nylon Sueco Par,1,35,35,"70,00%","8,9","8,9",12
e2a5c925,1005,Pedido,146,Freio V Break Nylon par,1,30,30,"63,00%","11,17","11,17",17
4de11f16,1005,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,1,15,15,"90,00%","1,53","1,53",89
00dcd7cd,1005,Pedido,96,Canote aço 22.2mm,1,20,20,"50,00%",3,3,6
5f4efaf5,1005,Pedido,51769269,Serviço de regulagem de freios,1,15,15,"100,00%",,0,5
f5922341,1006,Pedido,c2eeaf6e,Pastilha de freio a disco mecânico High One,1,25,25,"60,00%",10,10,1
c2b994f0,1007,Pedido,110,Corneta infantil cores,1,10,10,"100,00%","4,9","4,9",19
1224a3eb,1008,Pedido,39ef0de5,Balaca de freio orbital GTS - cartela par,1,15,15,"78,00%","3,3","3,3",6
f5d6d69f,1009,Pedido,191,Parafuso Expander,1,15,15,"50,00%","4,93","4,93",16
0b2f5f9c,1010,Pedido,a0ffc396,Serviço de encurtar corrente/emendar,1,15,15,"100,00%",,0,5
13bb6311,1011,Pedido,16,Aro Aero 26 preto,1,60,60,"50,00%","30,9","30,9",2
bd1b6ea7,1011,Pedido,a045adf8,Serviço de centragem de roda,1,20,20,"100,00%",,0,5
ed19e1ad,1011,Pedido,39,Banco Kalf comum - Selim,1,30,30,"50,00%",13,13,5
70d50f41,1012,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"100,00%",0,0,5
7423e2c0,1013,Pedido,115,Corrente grossa Veloforce,1,30,30,"82,00%","5,38","5,38",6
e5e66a77,1013,Pedido,43d11e17,Serviço de instalação de corrente grossa s/ marcha,1,15,15,"100,00%",,0,5
a8361246,1013,Pedido,51769269,Serviço de regulagem de freios,1,15,15,"100,00%",,0,5
a3c1759d,1014,Pedido,db176db2,Serviço de Ajustes em Geral,1,30,30,"100,00%",,0,1
48efe6a3,1015,Pedido,9bd7f277,Serviço de conserto de câmara,2,15,30,"100,00%",0,0,5
0d551cba,1016,Pedido,207,Pedivela esquerdo ferro revestido preto,1,30,30,"59,00%","12,38","12,38",1
493d3207,1016,Pedido,30e466f4,Serviço de instalação de pedivela,1,20,20,"100,00%",0,0,5
364aa81b,1016,Pedido,6d6ad1d3,Rolamento de roda 6000 pequeno,2,10,20,"83,00%","1,75","3,5",18
27605759,1016,Pedido,db176db2,Serviço de Ajustes em Geral,1,30,30,"100,00%",,0,1
0270617c,1017,Pedido,db176db2,Serviço de Ajustes em Geral,1,50,50,"100,00%",,0,1
b52ff0c7,1018,Pedido,133,Eixo traseiro comum,1,30,30,"85,00%","3,84","3,84",22
34d815cf,1018,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,30,30,"100,00%",,0,5
d8a66c7c,1018,Pedido,32,Sapatas de freio pino baixa par - balacas sem blister,2,15,30,"95,00%","0,82","1,64",89
752dd811,1018,Pedido,f1299420,Serviço de instalação de balacas de freio,2,10,20,"100,00%",,0,5
cb6e5461,1019,Pedido,d3ce794e,Garupeira tubão preta fixa,1,70,70,"50,00%",30,30,5
dc440510,1019,Pedido,2058ffb7,Pedana Média Alumínio Preto,1,30,30,"53,00%",15,15,1
492b324b,1020,Pedido,35,Banco 2 molas comum - Selim,1,40,40,"50,00%","19,9","19,9",6
f1557991,1020,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",98
23579b4c,1020,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
7bc448b2,1021,Pedido,82cf8c94,Serviço de instalação de movimento central,1,60,60,"100,00%",,0,5
639d0540,1022,Pedido,185,Manete nylon par,1,15,15,"53,00%","4,69","4,69",3
28feaf29,1022,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"92,00%","0,42","0,42",308
a3e4cb0e,1022,Pedido,61ab07b2,Cabo de freio dianteiro bicicleta infantil,1,5,5,"70,00%","1,5","1,5",18
830393ac,1022,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
60866aef,1022,Pedido,248,Punho comum infantil cores,1,20,20,"79,00%","3,5","3,5",18
4087d5db,1022,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"100,00%",,0,5
f72f4094,1022,Pedido,db176db2,Serviço de Ajustes em Geral,1,15,15,"100,00%",,0,1
aaf7c5ec,1023,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",97
a1013825,1024,Pedido,236,Pneu Levorin Excessex aro 26 x 1.95,1,45,45,"51,00%",22,22,28
96f13cb5,1024,Pedido,511f2753,Serviço de instalação de pneu,1,15,15,"100,00%",,0,5
2f29ee51,1025,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,120,120,"100,00%",,0,5
b4da2b01,1025,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"92,00%","0,42","0,84",314
38d36760,1025,Pedido,62,Cabo de câmbio,1,5,5,"91,00%","0,46","0,46",115
0d26cb2b,1025,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
cdabce71,1025,Pedido,086db7c8,Abraçadeira de quadro alumínio,1,25,25,"50,00%",10,10,17
bf0fb36d,1026,Pedido,ad1f8ee4,Vista light silicone par,1,20,20,"50,00%",10,10,5
e16c9f23,1027,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"60,00%","14,11","14,11",47
4fa20979,1027,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
03af7f0b,1028,Pedido,252d7a79,Camara 20x1.75 Kenda,1,20,20,"48,00%","10,37","10,37",14
c46530cc,1028,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
8eef646b,1029,Orçamento,d9a8441d,Adesivo Cartelas,2,15,30,"86,00%",2,4,20
8ff2d96e,1030,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 Veloforce Válvula longa",1,25,25,"65,00%","8,81","8,81",95
7ad8cf5f,1030,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
8c3acecb,1030,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,1,15,15,"90,00%","1,53","1,53",88
1fc0250d,1030,Pedido,9bd7f277,Serviço de conserto de câmara,1,10,10,"100,00%",0,0,5
93b2693b,1031,Pedido,d9a8441d,Adesivo Cartelas,2,15,30,"86,00%",2,4,20
